ID,FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8322147,0,NA,NA,NA,NA,NA,NA,NA,NA
8322148,1,288,226,47,0,93,0,120,0
8322149,0,173,164,58,0,58,0,400,0
8322150,0,378,NA,NA,NA,NA,NA,NA,0
8322151,1,88,89,14,0,43,1,30,0
8322152,1,379,488,28,4,58,1,1,0
8322153,0,296,290,NA,0,NA,NA,1,0
8322154,1,225,128,NA,0,NA,NA,1,1
8322155,0,341,127,90,0,106,1,400,0
8322156,1,188,149,11,1,63,3,60,0
8322157,1,336,256,41,0,91,1,1,0
8322158,0,224,134,134,1,134,1,1,0
8322159,0,236,184,51,0,70,0,400,0
8322160,0,233,117,114,1,116,1,1,0
8322161,1,375,NA,NA,0,NA,NA,NA,0
8322162,0,55,42,NA,0,NA,NA,400,0
8322163,0,126,82,NA,1,NA,NA,120,0
8322164,0,96,94,NA,1,NA,NA,30,0
8322165,1,329,NA,NA,0,NA,NA,NA,0
8322166,0,256,63,28,1,46,1,1,0
8322167,0,30,32,NA,0,NA,NA,1,0
8322168,1,359,92,NA,2,NA,NA,400,0
8322169,0,52,41,9,0,9,1,120,1
8322170,1,60,62,NA,2,NA,NA,1,0
8322171,0,119,120,114,0,114,0,400,0
8322172,0,219,217,22,1,86,2,400,0
8322173,1,212,157,82,0,111,5,1,0
8322174,0,376,149,62,0,87,3,1,0
8322175,0,75,NA,NA,0,NA,NA,NA,0
8322176,1,61,57,19,2,31,1,30,0
8322177,1,325,64,64,0,64,0,1,0
8322178,1,235,143,116,2,128,2,400,0
8322179,0,375,180,NA,0,NA,NA,1,0
8322180,0,73,NA,NA,NA,NA,NA,NA,1
8322181,0,155,90,NA,0,NA,NA,400,0
8322182,0,337,80,76,0,76,0,1,0
8322183,1,77,67,20,1,20,0,120,0
8322184,1,67,66,NA,0,NA,NA,400,0
8322185,1,162,129,10,0,10,1,400,0
8322186,0,42,16,NA,0,NA,NA,1,0
8322187,0,115,290,NA,0,NA,NA,1,0
8322188,1,146,112,NA,1,NA,NA,1,0
8322189,1,130,69,14,0,39,2,400,0
8322190,1,3,NA,NA,NA,NA,NA,NA,0
8322191,0,193,124,12,0,12,1,400,0
8322192,1,13,NA,NA,1,NA,NA,NA,0
8322193,0,267,111,111,0,111,1,1,0
8322194,1,116,95,NA,0,NA,NA,400,0
8322195,0,159,80,80,0,80,0,400,0
8322196,1,163,114,22,0,22,1,1,0
8322197,1,373,127,NA,0,NA,NA,400,0
8322198,1,77,NA,NA,0,NA,NA,NA,0
8322199,1,1,NA,NA,0,NA,NA,NA,1
8322200,1,146,45,45,0,45,0,400,0
8322201,1,297,108,48,0,48,0,400,0
8322202,1,193,9,9,0,9,1,1,0
8322203,0,246,161,4,0,80,6,400,0
8322204,1,213,225,45,3,91,2,90,1
8322205,1,106,NA,NA,0,NA,NA,NA,0
8322206,1,105,34,NA,1,NA,NA,1,0
8322207,0,42,4,NA,0,NA,NA,1,0
8322208,1,170,341,17,1,32,2,400,0
8322209,1,225,92,NA,0,NA,NA,1,0
8322210,1,144,49,NA,0,NA,NA,1,0
8322211,0,124,96,96,0,96,1,1,0
8322212,0,23,NA,NA,NA,NA,NA,NA,0
8322213,0,205,NA,NA,0,NA,NA,NA,0
8322214,0,NA,145,12,2,70,3,1,NA
8322215,1,305,304,NA,1,NA,NA,1,0
8322216,0,302,177,15,1,62,0,400,0
8322217,0,284,162,78,0,118,2,1,0
8322218,0,148,145,NA,0,NA,NA,1,0
8322219,0,29,30,NA,0,NA,NA,1,0
8322220,1,1,1,NA,0,NA,NA,1,0
8322221,0,130,130,NA,0,NA,NA,1,0
8322222,0,104,86,86,1,86,0,400,0
8322223,1,41,36,1,0,1,1,1,0
8322224,0,19,NA,NA,0,NA,NA,NA,0
8322225,0,NA,NA,NA,NA,NA,NA,NA,0
8322226,1,145,63,63,0,63,0,400,0
8322227,1,68,31,NA,0,NA,NA,400,0
8322228,0,373,245,NA,0,NA,NA,400,0
8322229,0,301,289,62,0,87,2,1,0
8322230,0,143,141,15,0,27,2,1,0
8322231,1,78,NA,NA,NA,NA,NA,NA,0
8322232,0,603,NA,NA,NA,NA,NA,NA,0
8322233,1,111,101,76,0,76,0,400,0
8322234,0,160,NA,NA,NA,NA,NA,NA,0
8322235,1,104,88,41,0,41,1,120,0
8322236,0,92,90,NA,0,NA,NA,1,0
8322237,0,374,176,13,0,95,2,1,0
8322238,0,24,25,NA,0,NA,NA,1,0
8322239,1,150,NA,NA,0,NA,NA,NA,0
8322240,1,265,226,87,1,87,0,400,0
8322241,0,328,55,NA,0,NA,NA,1,0
8322242,0,71,NA,NA,0,NA,NA,NA,0
8322243,0,408,323,7,0,76,3,1,0
8322244,0,24,NA,NA,NA,NA,NA,NA,0
8322245,0,342,NA,NA,0,NA,NA,NA,0
8322246,0,159,35,35,0,35,1,1,0
8322247,0,122,NA,NA,0,NA,NA,NA,0
8322248,1,4,NA,NA,0,NA,NA,NA,0
8322249,1,169,143,44,1,44,0,400,0
8322250,0,326,289,35,0,74,1,400,0
8322251,0,91,16,NA,0,NA,NA,1,0
8322252,0,111,98,NA,0,NA,NA,400,0
8322253,1,117,55,NA,0,NA,NA,1,0
8322254,1,305,192,NA,0,NA,NA,1,1
8322255,0,73,67,NA,0,NA,NA,400,0
8322256,0,128,128,NA,0,NA,NA,1,0
8322257,0,87,77,53,1,62,1,400,0
8322258,1,254,134,74,1,93,1,400,0
8322259,1,19,NA,NA,NA,NA,NA,NA,0
8322260,1,147,135,27,0,60,0,400,0
8322261,0,244,NA,NA,0,NA,NA,NA,0
8322262,0,297,97,97,0,97,0,400,0
8322263,1,378,109,24,0,24,0,1,0
8322264,0,196,90,90,0,90,0,400,0
8322265,1,258,112,NA,1,NA,NA,400,0
8322266,1,246,187,NA,0,NA,NA,1,0
8322267,1,51,52,52,0,52,0,1,0
8322268,1,217,223,63,0,63,1,1,0
8322269,0,64,65,23,1,23,0,1,0
8322270,1,92,2,NA,0,NA,NA,1,1
8322271,0,250,82,NA,0,NA,NA,400,0
8322272,0,20,20,NA,0,NA,NA,400,0
8322273,0,346,155,70,2,98,1,400,0
8322274,0,113,95,45,0,58,0,400,0
8322275,1,148,37,37,0,37,0,1,0
8322276,1,133,83,5,1,46,2,400,1
8322277,0,313,295,102,0,123,1,1,0
8322278,0,268,231,21,0,98,1,30,0
8322279,0,105,NA,NA,0,NA,NA,NA,0
8322280,1,193,126,3,1,73,2,400,1
8322281,0,357,14,NA,0,NA,NA,1,0
8322282,1,157,145,NA,2,NA,NA,30,0
8322283,0,207,107,7,1,32,6,30,0
8322284,0,319,36,NA,0,NA,NA,30,0
8322285,1,156,139,NA,0,NA,NA,400,0
8322286,0,207,94,54,1,76,1,1,0
8322287,1,257,75,57,1,57,0,1,0
8322288,0,359,31,31,1,31,1,1,0
8322289,0,231,196,66,0,131,2,400,0
8322290,0,159,65,NA,0,NA,NA,400,0
8322291,0,362,35,NA,0,NA,NA,1,0
8322292,0,248,149,NA,0,NA,NA,400,0
8322293,0,359,172,39,2,69,1,120,0
8322294,0,59,62,NA,0,NA,NA,90,0
8322295,0,303,38,37,0,38,1,1,0
8322296,1,193,153,59,0,99,2,400,0
8322297,0,51,NA,NA,0,NA,NA,NA,0
8322298,0,199,145,23,0,102,5,400,0
8322299,0,326,157,NA,0,NA,NA,1,0
8322300,0,378,113,21,0,48,2,1,0
8322301,0,176,177,118,0,118,1,30,0
8322302,0,60,29,NA,0,NA,NA,1,0
8322303,0,7,8,NA,0,NA,NA,1,0
8322304,0,292,NA,NA,0,NA,NA,1,0
8322305,1,383,206,46,0,97,1,400,0
8322306,0,310,354,29,0,88,1,400,0
8322307,1,165,22,NA,0,NA,NA,60,0
8322308,0,350,172,20,1,96,2,1,0
8322309,0,178,59,NA,0,NA,NA,400,0
8322310,0,178,38,NA,0,NA,NA,1,0
8322311,0,95,95,12,0,54,0,400,0
8322312,1,85,9,NA,0,NA,NA,1,0
8322313,1,28,27,NA,0,NA,NA,1,0
8322314,0,187,101,NA,1,NA,NA,1,0
8322315,0,349,62,40,0,50,1,400,0
8322316,0,157,149,38,0,66,6,1,0
8322317,0,375,184,40,0,41,1,400,0
8322318,0,152,31,NA,0,NA,NA,400,0
8322319,0,142,26,NA,0,NA,NA,400,0
8322320,0,271,271,15,0,72,6,400,0
8322321,0,19,16,NA,0,NA,NA,1,1
8322322,0,307,174,38,0,52,0,1,0
8322323,0,245,NA,NA,0,NA,NA,NA,0
8322324,0,208,103,NA,0,NA,NA,1,0
8322325,0,22,NA,NA,NA,NA,NA,NA,0
8322326,0,188,141,24,0,33,1,400,0
8322327,0,361,86,44,1,58,2,400,0
8322328,1,328,268,25,0,25,0,400,0
8322329,0,80,80,NA,1,NA,NA,400,0
8322330,1,167,111,22,4,58,2,60,0
8322331,0,362,135,98,2,117,1,400,0
8322332,0,109,NA,NA,NA,NA,NA,NA,0
8322333,0,206,137,19,1,32,1,400,0
8322334,1,318,138,26,0,81,0,400,0
8322335,0,149,83,13,0,39,2,120,0
8322336,0,240,80,NA,0,NA,NA,1,0
8322337,0,275,91,91,0,91,0,1,1
8322338,0,203,199,38,0,97,2,1,0
8322339,0,126,80,NA,0,NA,NA,400,0
8322340,0,217,208,28,0,48,3,1,0
8322341,1,14,14,9,2,10,3,1,1
8322342,1,63,58,NA,0,NA,NA,1,0
8322343,0,238,123,107,0,107,0,400,0
8322344,0,372,157,37,3,103,0,30,0
8322345,0,187,98,85,0,85,0,400,0
8322346,0,186,91,NA,0,NA,NA,1,0
8322347,0,291,116,78,0,97,2,1,0
8322348,1,104,70,NA,0,NA,NA,400,0
8322349,1,205,57,NA,0,NA,NA,1,0
8322350,0,378,128,44,0,88,1,1,0
8322351,1,28,NA,NA,0,NA,NA,NA,0
8322352,0,279,193,37,2,53,0,1,0
8322353,1,18,NA,NA,0,NA,NA,NA,0
8322354,0,288,115,83,0,83,1,1,0
8322355,1,259,89,NA,1,NA,NA,1,0
8322356,0,200,90,NA,0,NA,NA,1,0
8322357,0,325,220,58,0,78,1,1,0
8322358,1,275,54,NA,0,NA,NA,400,0
8322359,1,288,59,NA,0,NA,NA,400,0
8322360,0,292,205,142,0,142,1,1,0
8322361,0,319,160,24,0,56,1,1,0
8322362,1,120,102,26,0,67,1,1,0
8322363,0,273,83,NA,0,NA,NA,1,0
8322364,0,208,68,46,0,46,0,1,0
8322365,0,231,121,86,1,103,1,1,0
8322366,1,220,96,NA,0,NA,NA,1,0
8322367,0,139,85,NA,0,NA,NA,400,0
8322368,1,70,71,NA,0,NA,NA,1,0
8322369,1,269,170,78,0,82,1,400,0
8322370,0,219,160,160,0,160,1,1,0
8322371,0,291,NA,NA,0,NA,NA,NA,0
8322372,0,138,NA,NA,0,NA,NA,NA,0
8322373,0,114,114,NA,1,NA,NA,400,0
8322374,1,302,122,91,1,95,2,400,0
8322375,0,341,83,9,1,47,5,400,0
8322376,0,227,126,72,1,72,0,400,0
8322377,1,320,72,NA,0,NA,NA,400,0
8322378,1,301,NA,NA,0,NA,NA,NA,0
8322379,0,275,155,104,0,104,1,1,0
8322380,1,218,NA,NA,0,NA,NA,NA,1
8322381,1,61,62,45,0,45,0,1,0
8322382,0,149,97,66,0,66,0,400,0
8322383,1,245,215,NA,0,NA,NA,400,0
8322384,0,122,50,NA,0,NA,NA,1,0
8322385,0,223,108,20,1,63,3,1,0
8322386,0,293,121,6,1,45,1,1,0
8322387,0,230,131,27,2,58,1,400,1
8322388,0,166,166,3,0,69,2,1,0
8322389,1,353,265,47,1,101,1,400,0
8322390,0,304,117,72,3,72,0,1,0
8322391,0,301,137,54,0,96,2,1,0
8322392,0,143,129,18,0,74,4,1,0
8322393,0,176,13,NA,2,NA,NA,1,0
8322394,0,358,188,131,2,160,0,1,0
8322395,0,174,133,39,0,39,1,1,0
8322396,0,148,148,127,0,127,1,30,0
8322397,0,175,56,41,0,41,0,30,0
8322398,1,55,5,5,1,5,0,30,0
8322399,0,346,86,15,0,51,1,400,0
8322400,1,274,146,20,0,62,1,400,0
8322401,0,34,24,NA,0,NA,NA,400,0
8322402,0,124,104,23,0,23,0,400,0
8322403,1,169,87,NA,1,NA,NA,1,0
8322404,0,313,312,35,0,105,2,30,0
8322405,0,104,95,57,0,68,1,1,0
8322406,0,261,75,70,0,73,1,1,0
8322407,0,120,NA,NA,NA,NA,NA,NA,0
8322408,0,363,176,NA,0,NA,NA,400,0
8322409,0,328,195,22,0,71,1,400,0
8322410,1,73,60,60,3,60,1,400,1
8322411,0,86,86,NA,0,NA,NA,400,0
8322412,1,2,NA,NA,NA,NA,NA,NA,0
8322413,0,12,NA,NA,0,NA,NA,NA,0
8322414,1,367,326,NA,0,NA,NA,1,0
8322415,1,NA,41,NA,1,NA,NA,1,NA
8322416,1,118,83,NA,0,NA,NA,1,0
8322417,0,151,104,38,0,69,3,1,0
8322418,0,289,125,6,0,70,3,1,0
8322419,1,241,35,31,0,33,0,30,0
8322420,0,380,300,24,0,103,5,400,0
8322421,1,17,NA,NA,0,NA,NA,NA,0
8322422,1,25,NA,NA,0,NA,NA,NA,1
8322423,1,293,139,38,1,100,1,400,0
8322424,0,335,217,107,0,107,0,400,0
8322425,0,310,83,37,0,52,1,120,0
8322426,0,120,109,75,0,75,0,400,0
8322427,1,355,89,NA,0,NA,NA,400,0
8322428,0,242,69,69,0,69,1,400,0
8322429,1,101,82,19,1,19,0,400,0
8322430,1,265,71,NA,0,NA,NA,400,0
8322431,0,136,31,29,1,29,0,1,0
8322432,1,153,34,NA,0,NA,NA,400,0
8322433,0,176,173,36,0,101,4,400,0
8322434,1,48,44,NA,0,NA,NA,400,0
8322435,1,289,86,40,0,59,1,1,0
8322436,1,258,223,3,0,92,7,400,1
8322437,0,71,7,NA,0,NA,NA,1,0
8322438,1,314,104,NA,0,NA,NA,60,0
8322439,0,67,62,NA,0,NA,NA,1,0
8322440,0,278,60,NA,1,NA,NA,400,0
8322441,0,37,34,2,1,12,3,1,0
8322442,0,172,138,12,1,71,2,1,0
8322443,1,156,NA,NA,0,NA,NA,NA,0
8322444,0,192,27,20,0,23,1,400,0
8322445,0,359,217,7,1,95,3,400,0
8322446,0,NA,118,54,0,70,0,400,NA
8322447,0,357,154,67,2,89,0,400,0
8322448,0,21,NA,NA,NA,NA,NA,NA,1
8322449,0,327,177,126,0,126,1,1,0
8322450,1,318,230,NA,1,NA,NA,1,0
8322451,0,118,60,NA,0,NA,NA,60,0
8322452,0,154,117,61,0,61,0,400,0
8322453,0,243,214,NA,2,NA,NA,90,0
8322454,0,169,26,NA,1,NA,NA,400,0
8322455,1,302,68,68,1,68,0,1,0
8322456,1,69,33,NA,0,NA,NA,400,0
8322457,0,286,185,NA,0,NA,NA,1,0
8322458,0,266,95,NA,0,NA,NA,400,0
8322459,0,169,101,NA,0,NA,NA,1,0
8322460,0,237,158,91,0,91,0,30,0
8322461,0,21,21,NA,0,NA,NA,1,0
8322462,0,154,147,72,0,77,0,400,0
8322463,0,169,NA,NA,NA,NA,NA,NA,0
8322464,0,67,15,NA,0,NA,NA,1,0
8322465,1,49,40,40,0,40,0,400,0
8322466,1,218,180,72,1,81,0,400,0
8322467,0,110,103,62,0,87,2,30,0
8322468,0,379,137,86,2,86,0,400,0
8322469,0,191,227,62,0,66,1,1,0
8322470,0,327,91,NA,0,NA,NA,1,0
8322471,0,148,NA,NA,NA,NA,NA,NA,0
8322472,0,330,133,130,0,130,1,1,0
8322473,0,31,19,NA,0,NA,NA,1,1
8322474,1,340,273,33,1,72,4,30,0
8322475,1,376,226,NA,1,NA,NA,1,0
8322476,0,319,NA,NA,0,NA,NA,NA,0
8322477,0,378,155,108,1,135,2,1,0
8322478,0,300,222,13,0,76,2,400,0
8322479,0,131,84,NA,2,NA,NA,400,0
8322480,1,134,95,95,0,95,0,1,0
8322481,1,318,164,73,0,73,0,400,0
8322482,0,NA,NA,NA,0,NA,NA,NA,0
8322483,1,289,160,35,0,62,0,400,0
8322484,1,272,265,28,0,39,0,400,0
8322485,0,186,NA,NA,0,NA,NA,NA,0
8322486,1,341,103,3,0,71,3,1,0
8322487,1,119,99,NA,0,NA,NA,60,0
8322488,1,219,52,10,0,10,0,400,0
8322489,0,382,33,20,0,20,1,1,0
8322490,1,80,77,24,0,24,0,1,0
8322491,0,202,NA,NA,0,NA,NA,NA,0
8322492,0,282,103,NA,0,NA,NA,1,0
8322493,0,174,51,NA,0,NA,NA,30,0
8322494,1,146,87,NA,1,NA,NA,1,0
8322495,0,91,73,13,0,27,5,60,0
8322496,1,354,248,106,0,137,4,1,0
8322497,0,294,NA,NA,NA,NA,NA,NA,0
8322498,0,158,NA,NA,1,NA,NA,NA,0
8322499,1,374,101,NA,0,NA,NA,1,0
8322500,1,315,87,NA,0,NA,NA,400,0
8322501,0,349,102,NA,0,NA,NA,1,0
8322502,1,341,157,9,0,9,1,400,0
8322503,0,124,118,88,1,103,1,1,0
8322504,0,244,191,79,1,88,0,400,0
8322505,1,232,218,15,0,42,1,60,0
8322506,0,167,NA,NA,0,NA,NA,NA,0
8322507,1,188,NA,NA,0,NA,NA,NA,0
8322508,0,189,54,NA,1,NA,NA,400,1
8322509,0,3,NA,NA,0,NA,NA,NA,0
8322510,0,375,125,4,1,62,3,1,0
8322511,0,149,100,NA,1,NA,NA,400,0
8322512,1,209,NA,NA,NA,NA,NA,NA,0
8322513,0,146,112,56,3,88,1,120,0
8322514,0,225,83,24,0,55,0,400,0
8322515,0,295,108,74,0,78,1,1,0
8322516,0,248,82,NA,0,NA,NA,1,0
8322517,1,264,125,NA,0,NA,NA,400,1
8322518,0,337,222,38,0,72,1,400,0
8322519,1,255,76,NA,0,NA,NA,400,0
8322520,0,289,101,39,0,47,0,400,0
8322521,1,364,248,15,0,75,2,60,0
8322522,0,291,223,55,0,60,1,400,0
8322523,1,107,83,83,0,83,1,1,0
8322524,1,125,44,NA,1,NA,NA,1,0
8322525,0,184,111,17,0,74,1,1,1
8322526,0,336,177,177,0,177,1,400,0
8322527,0,329,211,56,0,94,1,30,0
8322528,0,277,228,27,0,87,1,1,0
8322529,1,293,142,84,0,113,2,1,0
8322530,1,129,120,120,1,120,0,400,0
8322531,0,249,3,NA,0,NA,NA,1,0
8322532,1,166,181,103,1,105,0,400,0
8322533,0,194,169,12,1,61,2,400,0
8322534,0,36,36,NA,0,NA,NA,1,0
8322535,0,29,28,21,0,21,0,120,0
8322536,0,129,NA,NA,0,NA,NA,NA,0
8322537,1,145,NA,NA,0,NA,NA,NA,0
8322538,0,291,206,10,0,37,2,400,0
8322539,1,166,25,NA,0,NA,NA,400,0
8322540,0,20,NA,NA,0,NA,NA,NA,0
8322541,0,305,222,NA,0,NA,NA,1,0
8322542,0,355,129,30,1,80,1,400,0
8322543,0,42,44,NA,0,NA,NA,30,0
8322544,0,219,91,NA,0,NA,NA,400,0
8322545,0,168,19,19,1,19,1,400,0
8322546,1,67,NA,NA,0,NA,NA,NA,0
8322547,0,224,105,85,0,90,2,60,0
8322548,0,278,297,16,0,105,2,400,0
8322549,0,304,79,3,1,31,4,400,0
8322550,1,295,234,81,0,106,2,30,0
8322551,0,185,88,22,0,53,0,400,0
8322552,0,254,160,28,0,55,1,30,0
8322553,1,160,56,NA,0,NA,NA,1,1
8322554,0,121,31,7,0,19,5,1,0
8322555,0,94,85,NA,0,NA,NA,1,0
8322556,0,298,54,54,0,54,0,400,1
8322557,0,87,NA,NA,0,NA,NA,NA,0
8322558,0,120,78,78,0,78,0,120,0
8322559,0,375,144,98,0,98,0,1,0
8322560,0,444,554,NA,1,NA,NA,400,0
8322561,1,5,NA,NA,0,NA,NA,NA,0
8322562,1,284,79,39,0,39,1,400,0
8322563,1,241,164,28,0,81,7,1,0
8322564,0,258,NA,NA,0,NA,NA,NA,0
8322565,1,167,153,7,0,47,1,400,0
8322566,1,199,171,NA,0,NA,NA,1,0
8322567,0,248,79,NA,0,NA,NA,400,0
8322568,0,168,108,36,0,72,1,1,0
8322569,1,152,73,NA,1,NA,NA,400,0
8322570,0,159,62,NA,0,NA,NA,400,0
8322571,0,168,60,NA,0,NA,NA,400,0
8322572,0,68,38,NA,0,NA,NA,400,0
8322573,0,291,162,162,0,162,1,1,0
8322574,0,23,36,NA,0,NA,NA,1,0
8322575,1,18,11,NA,0,NA,NA,1,1
8322576,0,169,161,10,2,51,1,1,0
8322577,0,264,130,85,0,108,1,400,0
8322578,0,43,44,NA,0,NA,NA,400,0
8322579,1,134,62,NA,0,NA,NA,400,1
8322580,0,173,32,NA,0,NA,NA,1,0
8322581,0,210,85,NA,0,NA,NA,400,0
8322582,1,NA,1,NA,0,NA,NA,1,NA
8322583,1,11,13,NA,1,NA,NA,1,0
8322584,1,133,82,44,0,63,1,1,0
8322585,0,120,75,56,0,56,1,1,0
8322586,1,199,94,15,1,45,0,400,0
8322587,1,83,82,NA,1,NA,NA,400,0
8322588,1,379,187,163,0,163,1,400,0
8322589,1,207,112,50,0,51,1,1,0
8322590,1,174,41,NA,0,NA,NA,1,0
8322591,1,91,NA,NA,0,NA,NA,NA,0
8322592,0,311,126,41,0,88,2,1,0
8322593,1,194,109,72,2,78,1,400,0
8322594,0,349,189,25,0,51,3,30,0
8322595,1,374,252,79,0,79,0,400,0
8322596,0,271,NA,NA,0,NA,NA,NA,0
8322597,0,143,126,74,0,100,0,400,0
8322598,0,65,NA,NA,0,NA,NA,NA,0
8322599,0,202,202,NA,0,NA,NA,400,0
8322600,1,194,190,NA,0,NA,NA,400,0
8322601,1,205,122,122,1,122,1,1,0
8322602,0,138,96,73,0,85,1,1,0
8322603,0,76,2,2,0,2,1,1,0
8322604,0,147,139,NA,0,NA,NA,400,0
8322605,0,19,19,9,0,9,1,1,0
8322606,0,103,69,68,0,68,1,1,0
8322607,1,109,106,15,0,50,3,400,0
8322608,0,290,94,59,1,73,2,1,0
8322609,0,21,19,19,0,19,1,1,0
8322610,1,42,33,NA,0,NA,NA,400,1
8322611,0,287,140,26,1,77,2,30,0
8322612,1,141,137,34,1,34,0,400,0
8322613,0,196,185,NA,0,NA,NA,400,0
8322614,0,267,151,22,0,85,2,90,0
8322615,0,280,167,NA,0,NA,NA,400,0
8322616,0,303,NA,NA,0,NA,NA,NA,0
8322617,1,380,130,8,0,83,2,1,0
8322618,0,209,155,26,0,87,2,1,0
8322619,0,84,NA,NA,0,NA,NA,NA,0
8322620,1,230,153,100,0,107,2,1,0
8322621,0,139,129,96,0,113,0,1,0
8322622,1,84,62,NA,0,NA,NA,400,1
8322623,0,301,160,24,2,89,7,30,0
8322624,1,6,NA,NA,NA,NA,NA,NA,0
8322625,0,117,110,105,0,105,1,400,0
8322626,1,17,30,NA,0,NA,NA,1,0
8322627,0,129,130,NA,0,NA,NA,1,0
8322628,1,175,110,65,0,84,1,400,0
8322629,0,281,53,NA,0,NA,NA,400,1
8322630,0,143,146,41,0,41,0,400,0
8322631,0,100,103,NA,0,NA,NA,120,0
8322632,0,21,19,NA,0,NA,NA,1,0
8322633,0,94,80,NA,0,NA,NA,400,0
8322634,0,20,NA,NA,0,NA,NA,NA,0
8322635,0,281,238,44,0,82,0,1,0
8322636,0,284,66,NA,1,NA,NA,1,0
8322637,0,321,102,102,0,102,0,1,0
8322638,1,133,113,49,0,49,0,1,0
8322639,0,192,NA,NA,NA,NA,NA,NA,0
8322640,1,84,71,NA,0,NA,NA,1,0
8322641,0,75,75,NA,1,NA,NA,400,0
8322642,0,31,39,NA,0,NA,NA,1,0
8322643,0,58,41,17,0,17,1,1,0
8322644,1,245,184,61,0,61,0,1,0
8322645,0,361,130,NA,0,NA,NA,400,0
8322646,0,328,325,1,0,71,4,1,0
8322647,1,246,32,12,0,12,0,90,0
8322648,1,108,83,53,0,53,0,60,0
8322649,0,279,226,NA,0,NA,NA,1,0
8322650,0,287,71,71,0,71,0,1,0
8322651,0,130,NA,NA,0,NA,NA,NA,1
8322652,0,53,70,NA,1,NA,NA,1,0
8322653,1,121,103,NA,1,NA,NA,400,1
8322654,0,167,133,18,0,26,1,400,0
8322655,0,341,314,14,0,51,0,60,1
8322656,1,141,97,97,0,97,1,30,0
8322657,1,226,216,39,4,84,1,1,1
8322658,0,157,107,60,1,82,3,1,0
8322659,0,152,113,35,0,35,1,90,0
8322660,1,59,35,NA,0,NA,NA,90,0
8322661,1,217,43,4,0,10,0,400,0
8322662,0,322,129,31,0,61,1,1,0
8322663,0,197,86,NA,0,NA,NA,1,0
8322664,1,221,114,NA,0,NA,NA,400,0
8322665,0,17,NA,NA,0,NA,NA,NA,0
8322666,1,176,136,3,0,3,0,30,1
8322667,0,115,113,45,0,45,0,30,0
8322668,0,196,196,NA,0,NA,NA,400,0
8322669,1,16,NA,NA,0,NA,NA,NA,0
8322670,1,280,258,5,1,78,8,400,0
8322671,1,6,3,NA,0,NA,NA,1,0
8322672,0,352,106,12,1,54,4,1,0
8322673,0,146,37,NA,0,NA,NA,90,1
8322674,0,204,190,52,0,70,0,1,0
8322675,0,161,132,132,0,132,0,1,0
8322676,1,125,73,NA,0,NA,NA,1,0
8322677,1,231,96,28,0,62,0,90,0
8322678,1,91,91,NA,0,NA,NA,1,0
8322679,1,226,126,15,1,68,1,400,0
8322680,0,79,79,NA,0,NA,NA,400,0
8322681,0,292,NA,NA,0,NA,NA,NA,1
8322682,0,287,181,181,0,181,1,1,0
8322683,1,360,93,10,2,38,2,60,0
8322684,1,261,NA,NA,0,NA,NA,1,1
8322685,0,102,63,NA,2,NA,NA,1,0
8322686,0,351,224,224,1,224,0,1,0
8322687,0,173,NA,NA,0,NA,NA,NA,0
8322688,0,148,148,148,1,148,1,1,0
8322689,1,21,NA,NA,0,NA,NA,NA,0
8322690,1,94,62,NA,0,NA,NA,1,0
8322691,1,257,113,22,0,67,0,400,0
8322692,0,295,98,34,0,63,2,1,0
8322693,1,277,176,22,0,79,5,1,0
8322694,1,81,42,31,0,31,1,1,0
8322695,1,112,NA,NA,0,NA,NA,NA,1
8322696,0,131,130,116,0,116,1,400,0
8322697,0,208,245,NA,1,NA,NA,400,0
8322698,0,247,122,NA,0,NA,NA,1,0
8322699,0,305,303,NA,1,NA,NA,400,0
8322700,0,353,282,12,2,12,0,30,0
8322701,1,119,61,24,0,28,2,30,0
8322702,0,348,387,NA,1,NA,NA,1,0
8322703,0,148,148,101,0,101,0,1,0
8322704,0,353,241,44,1,80,2,400,0
8322705,0,301,78,37,1,54,3,400,0
8322706,1,297,232,40,4,85,2,400,1
8322707,0,272,105,27,0,27,1,1,0
8322708,0,19,20,NA,0,NA,NA,1,0
8322709,1,288,147,20,1,20,1,1,1
8322710,0,226,180,85,0,92,0,1,0
8322711,1,167,159,91,1,103,1,400,0
8322712,0,297,260,3,1,62,7,120,1
8322713,0,172,32,NA,0,NA,NA,120,1
8322714,0,124,124,70,0,83,1,1,0
8322715,0,131,86,46,0,61,3,1,0
8322716,0,24,21,1,0,11,2,1,0
8322717,0,129,NA,NA,NA,NA,NA,NA,0
8322718,1,68,44,NA,0,NA,NA,1,0
8322719,0,358,78,42,0,58,0,400,0
8322720,1,99,97,NA,1,NA,NA,400,0
8322721,0,329,329,7,0,75,3,400,1
8322722,1,375,144,49,0,69,1,1,0
8322723,1,172,NA,NA,1,NA,NA,NA,0
8322724,1,351,185,77,0,95,1,1,0
8322725,1,121,83,NA,0,NA,NA,400,0
8322726,0,278,50,NA,1,NA,NA,1,1
8322727,0,298,223,NA,0,NA,NA,1,0
8322728,1,70,237,95,2,95,0,400,0
8322729,1,238,49,NA,0,NA,NA,400,0
8322730,0,354,75,13,0,44,1,1,0
